Age,Age_Group,Gender,Income,Total_Purchases,Total_Amount,High_Spender
47,41-50,Male,Medium,10,4865.689931,Y
30,31-40,Female,High,2,245.6205871,N
29,19-30,Male,Low,9,3949.575428,Y
47,41-50,Female,Low,7,1447.939476,Y
27,19-30,Male,Low,8,476.9762131,N
54,51-60,Male,Medium,9,298.6210891,N
42,41-50,Female,Low,4,1463.932876,Y
49,41-50,Female,Medium,10,1717.427649,Y
43,41-50,Male,Medium,5,2459.722565,Y
53,51-60,Male,Low,3,872.9307059,N
35,31-40,Male,Low,2,823.3331798,N
64,61+,Female,Low,7,2297.477207,Y
44,41-50,Male,High,8,193.6942786,N
49,41-50,Male,Medium,3,1308.695696,N
59,51-60,Male,Medium,2,972.6355458,N
49,41-50,Male,Medium,9,3643.2453,Y
64,61+,Female,Medium,4,535.6201385,N
22,19-30,Female,Medium,4,1218.041699,N
43,41-50,Female,Low,1,97.56841631,N
36,31-40,Female,Medium,8,718.5729799,N
70,61+,Female,Medium,6,1475.840117,Y
48,41-50,Male,Medium,5,1281.597828,N
67,61+,Male,High,2,444.2250257,N
56,51-60,Male,Medium,2,24.4883401,N
45,41-50,Female,Low,3,312.802539,N
70,61+,Male,Low,9,730.0252843,N
29,19-30,Female,High,8,2123.026812,Y
28,19-30,Male,Low,2,797.9741491,N
68,61+,Female,Medium,5,1896.425604,Y
41,41-50,Female,High,1,198.0163329,N
37,31-40,Female,Low,9,529.050127,N
36,31-40,Female,High,1,10.82725536,N
45,41-50,Female,Low,4,1742.949338,Y
70,61+,Male,High,6,96.40818356,N
59,51-60,Male,Medium,3,212.3127006,N
56,51-60,Male,Medium,5,1252.398239,N
56,51-60,Male,Low,7,560.0582237,N
37,31-40,Male,Low,8,3372.561388,Y
26,19-30,Male,High,6,2172.955157,Y
39,31-40,Female,Medium,1,350.1976408,N
24,19-30,Female,Low,8,1538.242937,Y
49,41-50,Male,Medium,4,453.1842063,N
65,61+,Female,Medium,9,991.2622476,N
32,31-40,Male,Medium,1,39.90153817,N
37,31-40,Male,Low,5,51.79236075,N
64,61+,Male,Medium,6,1780.294709,Y
37,31-40,Female,Medium,10,1854.389748,Y
29,19-30,Male,Low,2,994.8178004,N
34,31-40,Female,Medium,4,1894.385375,Y
69,61+,Male,Low,4,272.938596,N
23,19-30,Female,Low,6,288.563708,N
58,51-60,Male,Low,6,459.8717686,N
47,41-50,Female,Low,4,467.6056747,N
47,41-50,Male,Low,3,1032.488131,N
25,19-30,Male,Low,1,274.0278462,N
70,61+,Male,High,9,1830.877169,Y
69,61+,Male,Low,9,1734.661967,Y
29,19-30,Female,High,1,475.9127152,N
24,19-30,Male,High,3,1057.224499,N
43,41-50,Male,High,8,1293.651004,N
26,19-30,Female,Low,7,2007.33658,Y
41,41-50,Male,Medium,3,320.310239,N
30,31-40,Male,Medium,2,233.2573653,N
29,19-30,Male,High,4,598.4511925,N
51,51-60,Male,Low,2,592.6962244,N
22,19-30,Male,High,3,705.5441582,N
32,31-40,Male,Medium,8,419.2273882,N
43,41-50,Male,Low,9,2137.599297,Y
68,61+,Female,Low,2,240.3766018,N
36,31-40,Female,Medium,5,447.3133649,N
22,19-30,Male,High,10,2947.538468,Y
22,19-30,Male,Low,6,2703.791995,Y
34,31-40,Male,High,7,3488.360723,Y
66,61+,Female,Medium,9,3477.01165,Y
19,19-30,Male,High,2,655.9358186,N
38,31-40,Female,Low,6,989.8304119,N
43,41-50,Male,High,2,356.3129183,N
60,61+,Female,Low,1,175.8847592,N
42,41-50,Male,Low,1,37.04734532,N
70,61+,Female,Medium,10,2270.939222,Y
66,61+,Male,Low,6,2586.614063,Y
34,31-40,Male,Low,6,1648.315555,Y
46,41-50,Male,Low,10,2166.257535,Y
68,61+,Female,High,4,1155.06707,N
33,31-40,Female,High,4,365.3685642,N
50,51-60,Male,Medium,5,535.0050361,N
30,31-40,Male,Low,2,116.7867333,N
56,51-60,Male,Low,10,1182.742998,N
34,31-40,Female,High,8,3111.357002,Y
52,51-60,Female,Medium,5,1122.078667,N
47,41-50,Female,Low,3,997.8366894,N
61,61+,Male,Low,5,609.9689566,N
22,19-30,Male,Low,3,1402.956546,Y
45,41-50,Female,Low,5,576.1036265,N
20,19-30,Female,Low,4,211.3581407,N
46,41-50,Male,Low,6,655.3359217,N
59,51-60,Female,Medium,4,338.0500104,N
19,19-30,Male,High,5,785.551435,N
65,61+,Female,High,3,974.564762,N
47,41-50,Male,Low,5,767.1076752,N
36,31-40,Male,Low,10,4967.500304,Y
46,41-50,Female,Low,9,3747.666538,Y
67,61+,Male,Medium,1,311.4704699,N
42,41-50,Female,Low,8,3595.853075,Y
60,61+,Male,Medium,6,164.0245536,N
67,61+,Female,Low,4,468.2595487,N
20,19-30,Female,High,2,220.8755134,N
58,51-60,Female,Low,1,97.27613662,N
69,61+,Male,Low,5,1225.656781,N
45,41-50,Female,Medium,4,1224.159437,N
41,41-50,Male,Low,1,129.6337075,N
52,51-60,Male,Low,5,727.9458907,N
48,41-50,Male,High,7,195.4371423,N
30,31-40,Male,Low,5,2463.673484,Y
68,61+,Male,Medium,1,370.4506312,N
33,31-40,Male,Medium,1,188.5460409,N
28,19-30,Male,High,6,2052.928631,Y
64,61+,Female,Medium,5,831.4528771,N
63,61+,Female,Medium,6,279.2026218,N
43,41-50,Male,Low,9,247.5132974,N
53,51-60,Male,Medium,8,668.2953328,N
30,31-40,Male,Medium,5,2183.490931,Y
23,19-30,Male,High,6,873.8659012,N
47,41-50,Male,High,9,3295.874491,Y
68,61+,Male,Medium,9,1938.541564,Y
47,41-50,Male,Medium,2,107.7459745,N
58,51-60,Male,Medium,10,2161.52504,Y
56,51-60,Female,Medium,10,2804.279963,Y
67,61+,Male,High,1,409.1032479,N
32,31-40,Female,Low,8,2862.146547,Y
51,51-60,Female,Low,5,1225.488775,N
42,41-50,Female,High,9,1812.699042,Y
68,61+,Male,High,8,1890.559068,Y
60,61+,Female,Medium,6,2285.590752,Y
22,19-30,Male,Low,2,913.8174117,N
41,41-50,Male,High,8,3358.919622,Y
54,51-60,Female,Medium,5,2207.269717,Y
56,51-60,Female,High,3,1198.721343,N
27,19-30,Male,Low,5,652.4285183,N
32,31-40,Male,Medium,6,2258.307297,Y
21,19-30,Male,High,8,1579.18785,Y
70,61+,Male,Medium,9,744.3478866,N
58,51-60,Male,Medium,7,1110.949133,N
41,41-50,Male,Low,7,1617.267452,Y
60,61+,Male,Low,8,397.099942,N
35,31-40,Male,High,6,2012.344323,Y
60,61+,Female,High,2,982.9620682,N
28,19-30,Male,Low,6,401.709381,N
22,19-30,Male,Medium,2,414.3685905,N
44,41-50,Male,Medium,5,1768.233222,Y
29,19-30,Female,Low,5,1864.914362,Y
44,41-50,Female,Medium,8,1190.230482,N
56,51-60,Female,Medium,5,619.9442266,N
24,19-30,Male,Medium,9,3522.48486,Y
45,41-50,Female,Low,8,1725.155911,Y
47,41-50,Female,High,10,583.124115,N
61,61+,Male,High,4,1075.544813,N
40,41-50,Male,High,4,1754.234748,Y
48,41-50,Female,Low,10,1425.168987,Y
62,61+,Male,Medium,3,363.5813009,N
52,51-60,Male,Medium,1,81.99788323,N
64,61+,Female,Medium,3,288.0812996,N
38,31-40,Female,Low,8,1126.84584,N
19,19-30,Female,High,2,178.6908796,N
66,61+,Female,Low,8,2851.932627,Y
58,51-60,Male,Low,3,906.505259,N
46,41-50,Female,Medium,10,4884.27556,Y
51,51-60,Male,Low,5,1936.037689,Y
54,51-60,Male,Low,6,170.6015573,N
46,41-50,Male,Medium,4,119.7363705,N
38,31-40,Female,Low,6,547.4044889,N
26,19-30,Female,Medium,10,127.6277836,N
21,19-30,Female,Low,2,939.6416255,N
29,19-30,Male,Low,10,3226.214309,Y
42,41-50,Female,Medium,1,228.1106305,N
64,61+,Male,Low,10,3277.40664,Y
22,19-30,Male,Low,8,1170.684358,N
28,19-30,Female,Medium,7,2818.545238,Y
62,61+,Male,Low,8,1470.267872,Y
48,41-50,Female,Medium,5,445.4170452,N
27,19-30,Male,Medium,8,344.2537054,N
46,41-50,Female,Medium,5,1791.839713,Y
37,31-40,Male,Medium,5,2374.094441,Y
55,51-60,Female,Medium,8,269.8752877,N
69,61+,Female,High,10,1857.255831,Y
20,19-30,Male,High,2,963.5271257,N
20,19-30,Male,Low,5,1211.43754,N
58,51-60,Female,Medium,9,3931.722309,Y
27,19-30,Male,Medium,4,231.0611099,N
35,31-40,Male,Low,7,3462.714474,Y
21,19-30,Male,High,3,100.4889438,N
48,41-50,Male,High,6,188.3760641,N
50,51-60,Female,Medium,7,2955.571051,Y
52,51-60,Female,Medium,4,321.6549965,N
25,19-30,Male,High,3,723.8975615,N
37,31-40,Female,Low,5,1815.960769,Y
54,51-60,Male,Low,10,1597.683167,Y
46,41-50,Male,Medium,6,2354.932677,Y
35,31-40,Male,High,8,2542.899504,Y
61,61+,Male,High,10,3206.270488,Y
40,41-50,Female,Low,1,188.0481315,N
31,31-40,Female,Low,4,424.2704613,N
63,61+,Male,High,2,738.3417469,N
19,19-30,Male,Medium,1,249.4945485,N
57,51-60,Male,Medium,2,767.7438458,N
40,41-50,Male,Medium,6,2419.357887,Y
24,19-30,Female,Medium,7,515.7812324,N
42,41-50,Male,Low,10,2129.409361,Y
44,41-50,Male,Medium,2,718.0009941,N
60,61+,Male,Medium,1,70.59650383,N
25,19-30,Male,Low,5,142.034194,N
51,51-60,Male,Medium,5,106.8310051,N
59,51-60,Female,High,1,193.9528127,N
31,31-40,Male,Low,1,377.7661901,N
68,61+,Male,High,4,571.8627246,N
60,61+,Male,Low,7,2994.096643,Y
39,31-40,Male,Medium,2,833.6206053,N
66,61+,Female,Low,6,1091.165934,N
69,61+,Female,Medium,10,4304.097539,Y
68,61+,Male,High,6,2434.423706,Y
36,31-40,Male,Medium,1,343.6912605,N
44,41-50,Female,High,4,665.9843597,N
60,61+,Female,Medium,5,1041.318069,N
57,51-60,Female,Medium,7,3352.167375,Y
65,61+,Male,Low,6,206.9247489,N
29,19-30,Female,Low,3,120.6787437,N
63,61+,Male,High,2,53.48315344,N
27,19-30,Male,High,3,210.1725963,N
42,41-50,Male,High,2,964.7475089,N
18,19-30,Male,Medium,2,654.7419532,N
19,19-30,Female,High,4,724.7616193,N
62,61+,Female,Low,10,4281.510599,Y
56,51-60,Female,Low,4,941.2791039,N
20,19-30,Male,Medium,4,1842.002145,Y
41,41-50,Female,Low,1,174.494414,N
42,41-50,Female,Medium,8,3668.370726,Y
29,19-30,Female,High,1,169.5600524,N
69,61+,Male,Medium,5,2156.341626,Y
57,51-60,Male,Low,8,2022.734242,Y
47,41-50,Female,Low,4,749.5114899,N
40,41-50,Male,Medium,1,210.2858504,N
24,19-30,Male,Medium,4,804.6889025,N
58,51-60,Male,Medium,8,3488.628279,Y
51,51-60,Female,High,6,889.4978834,N
60,61+,Female,Medium,2,705.4581817,N
64,61+,Male,Low,4,507.793867,N
60,61+,Female,Medium,1,74.41090555,N
67,61+,Female,Low,5,719.2164872,N
33,31-40,Female,High,5,1086.148594,N
50,51-60,Male,Low,2,276.9118415,N
34,31-40,Female,Medium,4,819.0881075,N
45,41-50,Male,Medium,10,4988.852822,Y
24,19-30,Male,Low,7,2590.953829,Y
54,51-60,Male,High,6,2177.43362,Y
53,51-60,Male,High,1,292.9999726,N
52,51-60,Female,Medium,4,1897.500113,Y
27,19-30,Female,Medium,6,837.5119146,N
65,61+,Female,Medium,5,1619.266925,Y
25,19-30,Male,High,1,429.2126876,N
65,61+,Male,Low,7,119.5345957,N
27,19-30,Male,High,10,3418.80669,Y
18,19-30,Female,Medium,3,542.7209613,N
48,41-50,Male,Low,5,2310.8894,Y
67,61+,Male,Low,5,2029.054548,Y
32,31-40,Male,Low,1,334.166535,N
48,41-50,Male,Low,4,1658.938734,Y
54,51-60,Male,Low,9,3245.708589,Y
63,61+,Female,Low,2,160.7503019,N
64,61+,Female,High,10,3153.224614,Y
29,19-30,Male,Medium,10,1839.85963,Y
45,41-50,Female,Low,5,688.9700715,N
59,51-60,Female,High,4,823.6480313,N
52,51-60,Male,Low,9,445.5715593,N
65,61+,Male,Low,5,644.8411956,N
25,19-30,Male,Low,7,3263.066993,Y
19,19-30,Male,Low,2,342.0132161,N
19,19-30,Male,Low,5,213.2445965,N
37,31-40,Female,Medium,7,272.274308,N
51,51-60,Male,Medium,5,744.2113238,N
32,31-40,Male,Low,8,2101.03975,Y
43,41-50,Female,High,8,1581.589214,Y
63,61+,Male,Low,4,1783.98251,Y
57,51-60,Female,High,9,2605.198092,Y
29,19-30,Male,High,4,1003.859337,N
59,51-60,Male,Medium,8,3393.936454,Y
61,61+,Female,Low,10,4585.58261,Y
52,51-60,Male,Medium,8,3800.278669,Y
36,31-40,Female,Low,10,1402.566032,Y
27,19-30,Female,High,9,4485.630666,Y
48,41-50,Male,High,3,357.0090436,N
48,41-50,Female,High,8,3512.57369,Y
67,61+,Male,Low,5,435.5805908,N
38,31-40,Female,Medium,3,722.6938086,N
51,51-60,Male,High,1,143.2589444,N
62,61+,Male,High,10,124.812245,N
20,19-30,Female,Medium,3,33.75874772,N
24,19-30,Male,High,6,1954.467371,Y
34,31-40,Female,High,4,1755.531525,Y
32,31-40,Male,Low,7,3008.527335,Y
41,41-50,Female,Low,8,1305.34189,N
63,61+,Male,Low,10,964.8856488,N
51,51-60,Male,Low,7,2642.511174,Y
37,31-40,Male,Medium,3,109.6506549,N
69,61+,Male,High,6,552.7936113,N
38,31-40,Female,Medium,9,4059.431695,Y
58,51-60,Male,Medium,5,2307.861511,Y
66,61+,Male,High,9,1160.996459,N
0,0-18,Male,Low,7,2134.880394,Y
60,61+,Male,Low,5,244.9351173,N
31,31-40,Male,High,6,2826.242366,Y
49,41-50,Male,Low,2,724.1928583,N
36,31-40,Male,High,8,1172.562989,N
50,51-60,Female,Medium,7,571.9913205,N
31,31-40,Female,Medium,1,92.22465969,N
68,61+,Male,High,1,431.3891566,N
42,41-50,Male,Medium,10,2603.314457,Y
50,51-60,Female,Low,8,3765.435997,Y
38,31-40,Female,Medium,3,836.8497006,N
30,31-40,Female,High,3,839.5925586,N
52,51-60,Male,Low,4,766.75794,N
34,31-40,Male,High,7,808.9822329,N
24,19-30,Male,Low,7,609.3016654,N
36,31-40,Male,Medium,7,2836.837963,Y
38,31-40,Female,Medium,8,1227.623516,N
68,61+,Male,Medium,1,121.3161682,N
43,41-50,Male,Low,3,1463.706418,Y
66,61+,Female,High,2,295.793038,N
51,51-60,Male,Medium,8,1028.317773,N
33,31-40,Female,Low,2,797.0558064,N
70,61+,Female,Medium,6,2022.350394,Y
68,61+,Male,Low,9,706.8609799,N
20,19-30,Male,High,1,139.284393,N
69,61+,Female,Medium,9,1465.655752,Y
54,51-60,Female,Medium,4,1477.276816,Y
52,51-60,Female,Medium,2,77.74749527,N
57,51-60,Male,Medium,8,3885.941834,Y
43,41-50,Male,Low,3,195.2598671,N
49,41-50,Female,Low,3,192.1618414,N
28,19-30,Male,Medium,8,2038.302759,Y
42,41-50,Male,Low,1,224.1120995,N
62,61+,Male,Medium,8,3712.503421,Y
46,41-50,Male,Low,4,1100.679141,N
50,51-60,Female,Low,3,1017.816809,N
27,19-30,Female,Medium,1,392.606467,N
45,41-50,Female,High,6,2728.102808,Y
42,41-50,Male,Low,4,192.9028235,N
46,41-50,Male,Low,9,1012.356788,N
32,31-40,Male,Low,5,1134.036974,N
64,61+,Male,High,4,1815.866712,Y
49,41-50,Male,Low,9,3064.00488,Y
43,41-50,Male,Medium,8,2357.014553,Y
18,19-30,Male,High,2,25.81954579,N
26,19-30,Female,Medium,3,731.4438591,N
45,41-50,Male,Low,8,1821.684279,Y
27,19-30,Female,Low,7,1535.850782,Y
42,41-50,Male,Low,3,812.6004375,N
62,61+,Male,High,3,1222.613435,N
46,41-50,Female,High,5,1390.163225,Y
67,61+,Female,Low,6,2400.761241,Y
45,41-50,Male,Medium,4,1284.842365,N
46,41-50,Female,Medium,1,315.6239602,N
44,41-50,Male,High,8,2242.302364,Y
68,61+,Female,Low,1,387.8554079,N
49,41-50,Male,High,8,3002.744044,Y
62,61+,Male,Low,4,1372.919584,Y
19,19-30,Male,Low,4,1830.246091,Y
61,61+,Female,Low,3,361.9582147,N
60,61+,Male,Low,10,2930.452805,Y
68,61+,Male,High,3,414.7667395,N
29,19-30,Female,Low,3,468.833487,N
52,51-60,Female,Low,10,2323.386182,Y
55,51-60,Male,Low,6,171.5586331,N
43,41-50,Male,Medium,8,3642.95268,Y
18,19-30,Male,Low,3,720.5809851,N
37,31-40,Male,Low,4,915.9460811,N
61,61+,Male,Low,1,209.0792367,N
30,31-40,Male,High,5,1163.718461,N
40,41-50,Female,Medium,1,477.9732897,N
55,51-60,Male,Low,3,311.995297,N
28,19-30,Female,Medium,3,264.7235448,N
63,61+,Male,Low,2,649.2878669,N
42,41-50,Male,High,10,4834.989707,Y
37,31-40,Female,High,3,1477.645613,Y
45,41-50,Female,Medium,6,711.1525253,N
39,31-40,Female,High,9,3386.389251,Y
45,41-50,Male,Low,5,2323.722215,Y
27,19-30,Female,Low,7,1061.256879,N
39,31-40,Female,High,3,1234.493741,N
44,41-50,Female,Low,2,765.1703043,N
39,31-40,Male,Low,2,677.4650173,N
59,51-60,Female,Medium,7,2700.343242,Y
30,31-40,Male,Low,1,32.36147543,N
37,31-40,Male,Medium,1,424.1178923,N
64,61+,Female,Medium,3,1025.152821,N
55,51-60,Male,Medium,3,583.349817,N
70,61+,Female,Medium,1,130.8245162,N
61,61+,Female,Low,1,45.74569639,N
53,51-60,Female,Medium,3,1353.343184,N
36,31-40,Male,High,4,605.3038132,N
20,19-30,Male,Medium,4,1024.08479,N
70,61+,Male,Medium,9,4314.672883,Y
22,19-30,Female,Low,10,2722.947482,Y
52,51-60,Female,High,7,2416.05532,Y
32,31-40,Male,Medium,10,374.2149772,N
67,61+,Female,Low,7,609.6953036,N
60,61+,Female,Medium,7,2515.668433,Y
67,61+,Female,Medium,7,912.7916943,N
19,19-30,Female,Low,4,1022.463546,N
50,51-60,Female,High,3,1222.842781,N
33,31-40,Female,High,10,2609.022825,Y
52,51-60,Male,Low,1,475.5228025,N
61,61+,Male,Low,4,935.7969512,N
45,41-50,Female,Low,3,64.30025277,N
38,31-40,Male,Medium,3,349.853505,N
29,19-30,Female,Low,2,868.4295172,N
45,41-50,Male,Medium,1,174.4496908,N
46,41-50,Male,High,9,1473.60587,Y
58,51-60,Female,High,4,1114.84079,N
32,31-40,Female,Low,7,1919.628975,Y
29,19-30,Male,Low,1,244.9307023,N
60,61+,Female,High,3,522.1524352,N
54,51-60,Female,Medium,9,4428.78845,Y
32,31-40,Male,Low,10,1802.141095,Y
31,31-40,Female,Medium,3,684.3211232,N
41,41-50,Female,Medium,5,1921.184534,Y
31,31-40,Male,Medium,1,19.24688876,N
37,31-40,Male,Medium,3,1001.234656,N
54,51-60,Female,Low,4,592.2902966,N
35,31-40,Male,High,4,687.8492963,N
47,41-50,Male,Low,4,1141.165929,N
25,19-30,Male,Low,6,2314.813575,Y
56,51-60,Female,Low,6,456.5617164,N
31,31-40,Male,High,7,1365.089708,N
68,61+,Female,Medium,1,356.0973534,N
46,41-50,Female,Low,10,2976.709142,Y
60,61+,Male,Low,4,1257.258874,N
55,51-60,Male,Low,4,1516.966439,Y
68,61+,Male,High,6,756.6496778,N
68,61+,Female,Low,5,760.8442184,N
32,31-40,Female,High,7,532.6639294,N
23,19-30,Male,Medium,1,182.5655071,N
68,61+,Male,High,5,1950.82791,Y
59,51-60,Female,Low,3,1030.75177,N
30,31-40,Male,Low,4,1561.319294,Y
36,31-40,Male,High,9,1772.809472,Y
58,51-60,Male,Medium,2,716.1066644,N
19,19-30,Male,Low,1,205.4270943,N
59,51-60,Female,Medium,8,3334.670264,Y
64,61+,Male,Low,7,915.8606478,N
56,51-60,Female,Low,2,832.999813,N
19,19-30,Male,Low,2,842.4966277,N
62,61+,Male,Low,5,892.1242159999999,N
34,31-40,Male,Low,6,905.835549,N
29,19-30,Male,Low,5,2319.930224,Y
59,51-60,Male,Low,9,2450.946762,Y
28,19-30,Male,Low,1,350.0173286,N
47,41-50,Female,Medium,10,3071.970543,Y
59,51-60,Male,Low,6,196.6326591,N
36,31-40,Female,Medium,1,41.14649115,N
65,61+,Female,High,2,469.035372,N
23,19-30,Male,High,9,1528.830907,Y
69,61+,Male,Medium,2,337.9589925,N
67,61+,Female,Medium,2,574.5321655,N
44,41-50,Male,Medium,7,2960.575385,Y
69,61+,Male,Low,2,154.7532924,N
37,31-40,Male,Low,2,571.0430077,N
59,51-60,Male,Low,1,252.9471421,N
36,31-40,Male,Medium,4,277.5193306,N
70,61+,Male,Medium,7,3396.034892,Y
29,19-30,Male,High,3,372.6539707,N
62,61+,Female,High,7,1116.791199,N
42,41-50,Female,Low,10,3136.423296,Y
28,19-30,Female,High,1,114.724724,N
55,51-60,Male,Medium,9,823.8125701,N
44,41-50,Female,High,5,1983.117965,Y
70,61+,Male,Low,10,4532.159083,Y
22,19-30,Male,High,8,2985.64051,Y
30,31-40,Male,High,2,306.8182821,N
30,31-40,Male,Low,4,1882.990213,Y
57,51-60,Female,Low,2,86.62309056,N
23,19-30,Male,Low,2,278.6188832,N
37,31-40,Male,Low,1,440.0755295,N
24,19-30,Female,Low,5,2114.260355,Y
48,41-50,Male,Medium,10,423.3408178,N
26,19-30,Male,Low,5,1803.884717,Y
41,41-50,Female,Medium,9,4071.262912,Y
65,61+,Male,High,5,2343.704058,Y
34,31-40,Male,Medium,10,4265.328675,Y
20,19-30,Female,Medium,1,166.2825408,N
63,61+,Male,High,5,194.0851611,N
25,19-30,Male,Medium,7,2686.692878,Y
27,19-30,Female,Medium,2,644.0307595,N
39,31-40,Female,Low,1,271.9695261,N
34,31-40,Male,Medium,2,541.0572446,N
36,31-40,Male,Low,1,375.693136,N
54,51-60,Female,Low,10,4235.935966,Y
61,61+,Male,Low,9,1877.011794,Y
34,31-40,Female,Low,8,806.4994015,N
27,19-30,Male,Low,7,1240.049569,N
44,41-50,Male,Medium,1,97.38705466,N
67,61+,Female,Low,5,88.44574672,N
31,31-40,Female,Low,10,4982.262651,Y
64,61+,Female,High,4,1711.634395,Y
69,61+,Female,Medium,7,3008.882709,Y
45,41-50,Male,Medium,3,174.4938569,N
51,51-60,Male,Low,9,1576.859318,Y
59,51-60,Male,High,1,477.1994423,N
48,41-50,Male,Low,3,62.61896928,N
66,61+,Female,Medium,5,994.7948916,N
19,19-30,Female,Low,4,1702.110963,Y
34,31-40,Female,Low,1,472.935888,N
42,41-50,Female,Low,9,2842.157638,Y
46,41-50,Male,High,6,2412.288641,Y
23,19-30,Female,Medium,4,1056.831557,N
30,31-40,Male,High,5,969.3701365,N
64,61+,Female,High,10,4458.465888,Y
44,41-50,Male,High,3,1112.630397,N
69,61+,Female,Low,2,564.9160434,N
40,41-50,Female,Medium,8,775.3256046,N
45,41-50,Female,Medium,2,938.878863,N
25,19-30,Female,High,7,2126.076978,Y
38,31-40,Female,Medium,3,486.0128159,N
57,51-60,Female,High,8,2104.136247,Y
61,61+,Female,Medium,7,120.6711474,N
35,31-40,Female,High,3,956.9440335,N
62,61+,Male,Medium,4,48.35561254,N
38,31-40,Female,Low,3,1227.258366,N
69,61+,Male,Low,4,1689.88223,Y
70,61+,Female,Low,6,840.9280193,N
65,61+,Male,Low,6,856.6165841,N
64,61+,Female,Medium,5,1854.48686,Y
24,19-30,Female,Low,9,1816.581219,Y
33,31-40,Female,Medium,9,2718.119019,Y
30,31-40,Female,Low,5,241.108006,N
68,61+,Male,Medium,7,1027.02022,N
18,19-30,Male,Low,1,351.9472354,N
18,19-30,Female,Low,1,374.8488548,N
41,41-50,Male,High,7,2646.272928,Y
37,31-40,Male,Low,3,237.2318585,N
30,31-40,Male,Medium,6,273.4838551,N
35,31-40,Female,Low,5,190.0692428,N
19,19-30,Female,Low,1,275.7138139,N
58,51-60,Female,Low,8,1952.636187,Y
59,51-60,Female,High,7,2660.017062,Y
58,51-60,Male,Medium,2,903.0038714,N
58,51-60,Male,Medium,9,3244.076868,Y
20,19-30,Male,Medium,3,119.3899299,N
39,31-40,Female,Medium,3,229.652752,N
50,51-60,Male,Low,7,3178.466451,Y
51,51-60,Male,Medium,1,478.013571,N
26,19-30,Male,Low,5,1820.919988,Y
54,51-60,Female,High,4,231.307824,N
42,41-50,Female,Low,5,289.0884878,N
40,41-50,Male,High,6,116.0719168,N
46,41-50,Female,Low,4,380.1434437,N
56,51-60,Female,Low,3,690.1308356,N
23,19-30,Male,High,10,4103.278398,Y
41,41-50,Male,Low,5,1319.07834,N
20,19-30,Female,Low,4,1267.882286,N
69,61+,Male,Low,3,165.9584185,N
20,19-30,Male,Medium,5,749.0996403,N
22,19-30,Female,Low,7,3183.964296,Y
28,19-30,Female,Medium,3,943.2698045,N
30,31-40,Male,Medium,3,1462.158228,Y
64,61+,Male,Medium,8,3247.679426,Y
25,19-30,Male,Low,5,453.7853243,N
42,41-50,Male,Low,7,646.3967101,N
20,19-30,Female,Medium,5,655.5154106,N
43,41-50,Male,Medium,7,2337.967853,Y
58,51-60,Female,Medium,9,2661.703599,Y
48,41-50,Female,Medium,6,2336.391792,Y
63,61+,Male,Low,6,2575.731129,Y
46,41-50,Male,Medium,8,1257.9859,N
24,19-30,Male,High,7,1775.855687,Y
32,31-40,Male,Low,6,1878.865461,Y
54,51-60,Male,Medium,1,86.72616772,N
62,61+,Male,Medium,6,614.3255678,N
35,31-40,Male,Medium,7,2915.689735,Y
49,41-50,Male,Medium,9,3693.76338,Y
56,51-60,Male,Medium,1,170.4324103,N
18,19-30,Female,Low,2,749.2404448,N
43,41-50,Female,High,2,726.340852,N
67,61+,Male,High,1,80.48732047,N
52,51-60,Female,High,4,1383.106963,Y
69,61+,Male,Medium,5,1049.801974,N
48,41-50,Female,Medium,1,288.0548979,N
29,19-30,Male,Low,10,3427.940264,Y
46,41-50,Male,Low,2,286.1618038,N
24,19-30,Female,Low,10,3559.019918,Y
31,31-40,Male,Low,1,321.7439505,N
63,61+,Male,High,5,534.3168734,N
32,31-40,Female,High,7,1947.277986,Y
56,51-60,Male,High,10,4334.52193,Y
70,61+,Female,Low,2,191.8211934,N
22,19-30,Male,High,1,64.14009807,N
59,51-60,Male,Low,6,136.7581562,N
23,19-30,Male,Medium,6,1297.861401,N
53,51-60,Male,Low,5,1375.862129,Y
61,61+,Male,Low,7,944.1993061,N
27,19-30,Male,High,3,210.946969,N
30,31-40,Male,Medium,4,525.8997172,N
20,19-30,Male,Medium,2,959.7463084,N
23,19-30,Male,Low,2,203.9698774,N
23,19-30,Female,Low,6,720.1735916,N
33,31-40,Male,High,3,1121.534008,N
28,19-30,Male,Low,1,412.8709053,N
49,41-50,Male,Medium,9,3448.705962,Y
24,19-30,Male,Medium,2,735.9283465,N
65,61+,Male,Low,4,483.5713987,N
58,51-60,Female,Medium,2,756.4829073,N
49,41-50,Male,Medium,2,414.6629341,N
54,51-60,Female,High,5,1899.140657,Y
38,31-40,Male,High,3,553.0985384,N
32,31-40,Male,Medium,10,882.9261526,N
35,31-40,Male,Low,3,926.5102059,N
30,31-40,Male,High,3,650.6258707,N
43,41-50,Male,Low,4,1905.92932,Y
31,31-40,Male,Medium,9,806.981422,N
56,51-60,Male,Low,7,2321.608836,Y
60,61+,Male,Medium,3,1148.546581,N
28,19-30,Female,Low,3,387.5856338,N
33,31-40,Male,Low,3,1316.057784,N
48,41-50,Male,Low,6,283.2528752,N
52,51-60,Male,High,8,3039.720066,Y
28,19-30,Male,High,5,1961.695631,Y
58,51-60,Male,Low,6,2404.098795,Y
41,41-50,Male,Low,5,1241.740093,N
60,61+,Female,Low,3,1172.434952,N
69,61+,Male,Medium,2,618.1310473,N
